,id,date,hour,lon,lat,X,Y,distppa,colonia
232,49178,2020-02-12,16:00:00,-64.65387,-54.877865,393888.2164,3917546.715,68.7096662743736,1
233,49152,2020-02-12,16:00:00,-64.658134,-54.875732,393609.0462,3917777.566,24.757600317679,1
234,49127,2020-02-12,16:00:00,-64.658134,-54.8736,393603.4299,3918014.774,94.4752840635684,1
235,49138,2020-02-12,16:00:00,-64.680534,-54.859734,392129.223,3919523.254,21.0145042350179,1
236,49152,2020-02-13,04:00:00,-64.66987,-54.8736,392850.4442,3917996.883,18.0373335730461,1
237,49127,2020-02-13,04:00:00,-64.66026,-54.87253,393464.2027,3918130.592,187.518936687126,1
238,49178,2020-02-13,04:00:00,-64.6688,-54.85227,392862.5535,3920371.708,315.593764364023,1
239,49127,2020-02-13,16:00:00,-64.6592,-54.8736,393535.0349,3918013.154,71.7511793980362,1
240,49152,2020-02-13,16:00:00,-64.67947,-54.8608,392200.3566,3919406.288,37.4401141962294,1
241,49138,2020-02-13,16:00:00,-64.680534,-54.859734,392129.223,3919523.254,21.0145042350179,1
242,49180,2020-02-13,16:00:00,-64.680534,-54.858665,392126.3695,3919642.191,46.9879661166844,1
243,49178,2020-02-13,16:00:00,-64.673065,-54.856533,392600.0936,3919890.874,5.46997265332553,1
244,49127,2020-02-14,04:00:00,-64.66026,-54.87253,393464.2027,3918130.592,187.518936687126,1
245,49138,2020-02-14,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1
246,49180,2020-02-14,04:00:00,-64.680534,-54.8608,392132.0686,3919404.651,14.8757651618388,1
247,49152,2020-02-14,04:00:00,-64.67947,-54.859734,392197.5129,3919524.892,22.2892074602402,1
248,49178,2020-02-14,04:00:00,-64.6688,-54.85227,392862.5535,3920371.708,315.593764364023,1
249,49127,2020-02-14,16:00:00,-64.66133,-54.87253,393395.5493,3918128.964,210.946800975979,1
250,49180,2020-02-14,16:00:00,-64.680534,-54.859734,392129.223,3919523.254,21.0145042350179,1
251,49138,2020-02-14,16:00:00,-64.680534,-54.8576,392123.5267,3919760.683,117.71712145324,1
252,49178,2020-02-14,16:00:00,-64.67094,-54.85227,392725.178,3920368.433,283.448949800735,1
253,49127,2020-02-15,04:00:00,-64.66026,-54.87253,393464.2027,3918130.592,187.518936687126,1
254,49180,2020-02-15,04:00:00,-64.680534,-54.8608,392132.0686,3919404.651,14.8757651618388,1
255,49127,2020-02-15,16:00:00,-64.65387,-54.88,393893.8263,3917309.172,40.0569811182892,1
256,49152,2020-02-15,16:00:00,-64.6816,-54.8608,392063.6522,3919403.009,39.2051224232796,1
257,49178,2020-02-15,16:00:00,-64.67733,-54.855465,392323.4893,3920003.153,154.370300093044,1
258,49180,2020-02-15,16:00:00,-64.65387,-54.84693,393806.9475,3920988.569,1135.88883525767,0
259,49127,2020-02-16,04:00:00,-64.66026,-54.87253,393464.2027,3918130.592,187.518936687126,1
260,49180,2020-02-16,04:00:00,-64.680534,-54.861866,392134.9142,3919286.047,4.87047086640736,1
261,49138,2020-02-16,04:00:00,-64.67947,-54.861866,392203.2004,3919287.685,6.36743167842134,1
262,49127,2020-02-16,16:00:00,-64.66133,-54.87253,393395.5493,3918128.964,210.946800975979,1
263,49152,2020-02-16,16:00:00,-64.6816,-54.8608,392063.6522,3919403.009,39.2051224232796,1
264,49178,2020-02-16,16:00:00,-64.67733,-54.8608,392337.7029,3919409.579,87.0031967344288,1
